Time,Concentration,Voltage
0.0,19986.0,0.7455777065924742
289.1566265060241,19895.11378980155,0.7457677527698106
578.3132530120482,19833.410067752404,0.7458861929477825
867.4698795180723,19773.169067880943,0.7459968901182428
1156.6265060240964,19713.07563640415,0.7461027894275213
1445.7831325301206,19652.99724957705,0.7462044203864491
1734.9397590361446,19592.92054460239,0.7463020606644776
2024.0963855421687,19532.844399296384,0.746395855536605
2313.253012048193,19472.768160131236,0.7464850486555776
2602.409638554217,19412.691880038812,0.7465721350279181
2891.566265060241,19352.61558408125,0.7466553005807226
3180.7228915662654,19292.53928230573,0.746736275201619
3469.879518072289,19232.4629794244,0.74681499426789
3759.0361445783133,19172.38667494581,0.7468904553490419
4048.1927710843374,19112.31037006484,0.7469630794712803
4337.349397590362,19052.234065023702,0.7470344468045933
4626.506024096386,18992.157759805505,0.7471015800653283
4915.6626506024095,18932.081454586332,0.7471678726877374
5204.819277108434,18872.005149363573,0.7472310846424389
5493.975903614458,18811.92884413813,0.7472919884993668
5783.132530120482,18751.85253891,0.7473505842585212
6072.289156626506,18691.776233683755,0.747407979017428
6361.445783132531,18631.69992845698,0.7474635893362056
6650.6024096385545,18571.623623229643,0.7475174055308202
6939.759036144578,18511.54731800425,0.7475695929384294
7228.915662650603,18451.471012781476,0.7476201955164369
7518.0722891566265,18391.39470756017,0.7476691375426069
7807.228915662651,18331.318402339763,0.7477165479122047
8096.385542168675,18271.242097118364,0.7477628558522743
8385.5421686747,18211.165791897187,0.7478077851999556
8674.698795180724,18151.08948667624,0.7478513359552487
8963.855421686747,18091.013181455513,0.7478935081181535
9253.012048192772,18030.93687623501,0.74793430168867
9542.168674698796,17970.86057101474,0.7479737166667982
9831.325301204819,17910.784265794293,0.7480122603070676
10120.481927710844,17850.70796057356,0.7480501060686555
10409.638554216868,17790.63165535284,0.7480868441918243
10698.795180722893,17730.55535013214,0.7481224746765738
10987.951807228916,17670.479044911455,0.748156997522904
11277.10843373494,17610.402739690788,0.748190412730815
11566.265060240965,17550.326434470087,0.7482231038187084
11855.421686746988,17490.250129249325,0.7482553377840347
12144.578313253012,17430.173824028545,0.7482867235959022
12433.734939759037,17370.09751880775,0.7483172612543108
12722.891566265062,17310.02121358694,0.7483469507592603
13012.048192771084,17249.944908366113,0.748375792110751
13301.204819277109,17189.86860314529,0.7484041081142766
13590.361445783134,17129.79229792447,0.748432256684373
13879.518072289156,17069.715992703645,0.7484598129510752
14168.674698795181,17009.639687482813,0.7484867769143833
14457.831325301206,16949.56338226198,0.7485131485742971
14746.98795180723,16889.48707704114,0.7485389279308168
15036.144578313253,16829.4107718203,0.7485643256369007
15325.301204819278,16769.334466599485,0.7485896952266031
15614.457831325302,16709.25816137867,0.7486146732648328
15903.614457831327,16649.181856157862,0.7486392597515898
16192.77108433735,16589.105550937056,0.7486634546868741
16481.927710843374,16529.029245716258,0.7486872580706857
16771.0843373494,16468.95294049546,0.7487107934540688
17060.240963855424,16408.876635274668,0.7487344266466635
17349.39759036145,16348.800330053878,0.748757928988963
17638.55421686747,16288.724024833096,0.7487813360551859
17927.710843373494,16228.647719612318,0.7488046834195505
18216.86746987952,16168.571414391547,0.7488280066562754
18506.024096385543,16108.495109170774,0.748851355411919
18795.180722891568,16048.418803949988,0.7488748275425545
19084.337349397592,15988.342498729196,0.7488984213683918
19373.493975903617,15928.266193508396,0.7489221778450919
19662.650602409638,15868.189888287594,0.7489461379283159
19951.807228915663,15808.11358306678,0.7489703425737253
20240.963855421687,15748.037277845959,0.7489948327369811
20530.12048192771,15687.960972625124,0.7490196493737445
20819.277108433736,15627.88466740428,0.7490448334396769
21108.43373493976,15567.80836218342,0.7490704258904393
21397.590361445786,15507.732056962544,0.7490964676816929
21686.746987951807,15447.655751741653,0.749122999769099
21975.90361445783,15387.579446520751,0.749150162594563
22265.060240963856,15327.503141299878,0.7491792704417176
22554.21686746988,15267.426836078996,0.7492093760891971
22843.373493975905,15207.35053085811,0.7492405548898203
23132.53012048193,15147.274225637218,0.7492728821964061
23421.686746987954,15087.19792041632,0.7493064333617728
23710.843373493975,15027.121615195416,0.7493412837387394
24000.0,14967.04530997451,0.749377717770558
24289.156626506025,14906.969004753619,0.7494180082816472
24578.31325301205,14846.892699532733,0.7494607506809008
24867.469879518074,14786.816394311856,0.749506114943147
25156.6265060241,14726.740089090981,0.7495542710432145
25445.783132530123,14666.663783870114,0.7496053889559311
25734.939759036144,14606.587478649255,0.7496596386561253
26024.09638554217,14546.511173428402,0.7497176630764272
26313.253012048193,14486.434868207543,0.7497837205579364
26602.409638554218,14426.358562986688,0.7498553812967084
26891.566265060243,14366.282257765839,0.7499330575069773
27180.722891566267,14306.205952544995,0.7500171614029767
27469.879518072292,14246.129647324145,0.7501109445045132
27759.036144578313,14186.053342103296,0.750215364945233
28048.192771084337,14125.977036882445,0.7503302608303585
28337.349397590362,14065.90073166159,0.75045644794791
28626.506024096387,14005.824426440735,0.7505958817010447
28915.66265060241,13945.748121219882,0.7507537194071383
29204.819277108436,13885.671815999027,0.7509289878165342
29493.97590361446,13825.595510778172,0.7511231525211358
29783.132530120485,13765.519205557315,0.7513388862932483
30072.289156626506,13705.44290033646,0.7515822269536361
30361.44578313253,13645.366595115609,0.7518530217904406
30650.602409638555,13585.290289894761,0.752153507776245
30939.75903614458,13525.213984673892,0.7524894264003816
31228.915662650605,13465.137679452997,0.752863722723051
31518.07228915663,13405.06137423208,0.7532786845003614
31807.228915662654,13344.985069011162,0.7537384137190978
32096.385542168675,13284.908763790258,0.7542467626453957
32385.5421686747,13224.83245856936,0.7548067171188865
32674.698795180724,13164.756153348442,0.7554203342531934
32963.85542168675,13104.679848127496,0.7560905880322927
33253.01204819277,13044.603542906521,0.7568206878190851
33542.1686746988,12984.5272376856,0.7576045568290326
33831.32530120482,12924.450932464719,0.7584454595005159
34120.48192771085,12864.374627243844,0.7593409659393566
34409.63855421687,12804.298322022967,0.7602909405853197
34698.7951807229,12744.222016802105,0.7612858619655762
34987.951807228914,12684.145711581255,0.7623215190386122
35277.10843373494,12624.069406360417,0.7633886537379794
35566.26506024096,12563.993101139587,0.7644799509204119
35855.42168674699,12503.916795918762,0.7655841409630346
36144.57831325301,12443.840490697936,0.7666923572923456
36433.73493975904,12383.7641854771,0.7677927004404642
36722.89156626506,12323.68788025625,0.7688757506825452
37012.048192771086,12263.61157503535,0.7699324957940258
37301.20481927711,12203.535269814425,0.7709549269984218
37590.361445783135,12143.45896459349,0.7719358766849322
37879.51807228916,12083.382659372575,0.7728703044361327
38168.674698795185,12023.30635415171,0.7737541746037074
38457.83132530121,11963.230048930858,0.7745844252056745
38746.987951807234,11903.153743710016,0.7753595070350074
39036.14457831326,11843.077438489176,0.776079640498568
39325.301204819276,11783.001133268317,0.7767462173332284
39614.4578313253,11722.924828047408,0.7773621222836347
